cgid,is.inoshita.2015.dmp,is.pbmc.dmp,is.whole.blood.dmp,ttest.pvalue.pbmc,ttest.pvalue.whole.blood,dnam.direction.inoshita.2015.dmp,dnam.direction.pbmc.dmp,dnam.direction.whole.blood.dmp,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg04075986,FALSE,FALSE,TRUE,0,1.76e-105,0,0,-0.017,N_Shore,"","",""
cg13372743,FALSE,FALSE,TRUE,0,1.86e-105,0,0,-0.011,Island,PXDNL,Body,NM_144651
cg14515364,FALSE,FALSE,TRUE,0,2.37e-105,0,0,-0.029,Island,"","",""
cg15344726,FALSE,FALSE,TRUE,0,2.75e-105,0,0,-0.015,Island,GJA3,Body,NM_021954
cg08951051,FALSE,FALSE,TRUE,0,2.86e-105,0,0,-0.021,OpenSea,"","",""
cg03163184,FALSE,FALSE,TRUE,0,3.45e-105,0,0,-0.012,OpenSea,"","",""
cg22496683,FALSE,FALSE,TRUE,0,4.85e-105,0,0,-0.024,Island,RBM46,5'UTR,NM_144979
cg15284635,FALSE,FALSE,TRUE,0,6.15e-105,0,0,-0.014,S_Shore,SLC6A11,Body,NM_014229
cg11861491,FALSE,FALSE,TRUE,0,7.28e-105,0,0,-0.014,OpenSea,DEFB123,TSS200,NM_153324
cg08966619,FALSE,FALSE,TRUE,0,7.33e-105,0,0,-0.017,N_Shelf,"","",""
cg05928806,TRUE,FALSE,TRUE,0,8.88e-105,-0.03,0,-0.019,Island,PRRT4,Body,NM_001114726
cg11557618,TRUE,FALSE,TRUE,0,1.03e-104,-0.04,0,-0.019,S_Shore,"","",""
cg09796146,FALSE,FALSE,TRUE,0,1.06e-104,0,0,-0.024,N_Shore,"","",""
cg22452837,FALSE,FALSE,TRUE,0,1.35e-104,0,0,-0.026,OpenSea,"","",""
cg02063817,FALSE,FALSE,TRUE,0,1.52e-104,0,0,-0.021,Island,"","",""
cg23880589,FALSE,FALSE,TRUE,0,1.55e-104,0,0,-0.015,S_Shore,KCNAB3,Body,NM_004732
cg00901401,FALSE,FALSE,TRUE,0,2.12e-104,0,0,-0.019,N_Shore,FKBP1B;FKBP1B,TSS1500;TSS1500,NM_004116;NM_054033
cg13369845,FALSE,FALSE,TRUE,0,2.51e-104,0,0,-0.012,Island,"","",""
cg04080994,FALSE,FALSE,TRUE,0,2.76e-104,0,0,-0.011,OpenSea,"","",""
cg25550468,FALSE,FALSE,TRUE,0,2.95e-104,0,0,-0.012,OpenSea,"","",""
cg08570243,FALSE,FALSE,TRUE,0,3.06e-104,0,0,-0.023,Island,NCRNA00116,Body,NR_027063
cg02276826,FALSE,FALSE,TRUE,0,3.24e-104,0,0,0.023,N_Shore,"","",""
cg02647408,FALSE,FALSE,TRUE,0,3.72e-104,0,0,-0.026,N_Shore,GRM5;GRM5,3'UTR;3'UTR,NM_001143831;NM_000842
cg18634538,FALSE,FALSE,TRUE,0,3.8e-104,0,0,-0.014,OpenSea,"","",""
cg23288337,FALSE,FALSE,TRUE,0,7.84e-104,0,0,-0.017,N_Shore,ECEL1P2,Body,NR_028501
cg07844694,FALSE,FALSE,TRUE,0,8.12e-104,0,0,-0.013,Island,SLIT1,TSS1500,NM_003061
cg27332337,FALSE,FALSE,TRUE,0,9.2e-104,0,0,-0.015,Island,SYCP1;SYCP1,1stExon;5'UTR,NM_003176;NM_003176
cg24598948,FALSE,FALSE,TRUE,0,9.2e-104,0,0,-0.021,S_Shore,LOC441666,TSS200,NR_024380
cg12636325,FALSE,FALSE,TRUE,0,9.5e-104,0,0,-0.015,N_Shore,RNF126P1,TSS200,NR_002818
cg24019851,FALSE,FALSE,TRUE,0,1.09e-103,0,0,-0.022,Island,SEMA3B;SEMA3B,3'UTR;3'UTR,NM_001005914;NM_004636
cg26136534,FALSE,FALSE,TRUE,0,1.32e-103,0,0,-0.006,Island,HAPLN4,Body,NM_023002
cg03027739,FALSE,FALSE,TRUE,0,1.35e-103,0,0,-0.02,N_Shore,"","",""
cg10249828,FALSE,FALSE,TRUE,0,1.49e-103,0,0,-0.019,N_Shore,LHX8;LHX8,1stExon;5'UTR,NM_001001933;NM_001001933
cg16396919,FALSE,FALSE,TRUE,0,1.64e-103,0,0,-0.021,S_Shore,LOC400043,Body,NR_026656
cg22482235,FALSE,FALSE,TRUE,0,2.37e-103,0,0,-0.018,S_Shore,DPP6,Body,NM_001039350
cg13410002,FALSE,FALSE,TRUE,0,2.41e-103,0,0,-0.014,S_Shelf,"","",""
cg08136221,FALSE,FALSE,TRUE,0,2.81e-103,0,0,-0.018,S_Shelf,GEFT;GEFT,Body;Body,NM_182947;NM_001111270
cg13099429,FALSE,FALSE,TRUE,0,2.82e-103,0,0,-0.025,S_Shore,COX16,TSS1500,NM_016468
cg18833933,FALSE,FALSE,TRUE,0,4.01e-103,0,0,-0.019,N_Shore,"","",""
cg07083023,FALSE,FALSE,TRUE,0,4.23e-103,0,0,-0.008,Island,NRXN1;NRXN1,Body;Body,NM_004801;NM_001135659
cg14095959,FALSE,FALSE,TRUE,0,4.77e-103,0,0,-0.018,Island,"","",""
cg15501552,FALSE,FALSE,TRUE,0,6.46e-103,0,0,-0.019,S_Shore,DACT3,Body,NM_145056
cg06279274,FALSE,FALSE,TRUE,0,7.82e-103,0,0,0.017,N_Shelf,FAM24B,5'UTR,NM_152644
cg18725375,FALSE,FALSE,TRUE,0,1.14e-102,0,0,-0.02,Island,"","",""
cg15726514,FALSE,FALSE,TRUE,0,1.23e-102,0,0,-0.015,S_Shore,C2orf43,TSS1500,NM_021925
cg07824172,FALSE,FALSE,TRUE,0,1.3e-102,0,0,-0.018,S_Shore,TACR3,TSS1500,NM_001059
cg20883227,FALSE,FALSE,TRUE,0,1.64e-102,0,0,-0.013,OpenSea,"","",""
cg26234223,FALSE,FALSE,TRUE,0,1.65e-102,0,0,-0.018,N_Shore,SEC23B;SEC23B;SEC23B,TSS1500;TSS1500;TSS1500,NM_006363;NM_032985;NM_032986
cg26612727,FALSE,FALSE,TRUE,0,1.67e-102,0,0,-0.025,Island,ZPBP2;ZPBP2,1stExon;1stExon,NM_198844;NM_199321
cg11116758,FALSE,FALSE,TRUE,0,2.32e-102,0,0,-0.015,Island,"","",""
cg25653641,FALSE,FALSE,TRUE,0,2.33e-102,0,0,-0.041,N_Shore,"","",""
cg14482569,FALSE,FALSE,TRUE,0,2.52e-102,0,0,-0.037,S_Shore,ZBTB44,TSS1500,NM_014155
cg06329735,FALSE,FALSE,TRUE,0,2.71e-102,0,0,-0.039,N_Shore,KLHL35,Body,NM_001039548
cg10409981,FALSE,FALSE,TRUE,0,3.47e-102,0,0,-0.035,Island,"","",""
cg13143330,FALSE,FALSE,TRUE,0,3.64e-102,0,0,0.012,Island,"","",""
cg03673989,FALSE,FALSE,TRUE,0,4e-102,0,0,-0.014,Island,B4GALNT4,Body,NM_178537
cg15744005,FALSE,FALSE,TRUE,0,4.35e-102,0,0,-0.023,S_Shore,AS3MT,Body,NM_020682
cg10283695,FALSE,FALSE,TRUE,0,4.55e-102,0,0,-0.013,S_Shelf,ELMOD1;ELMOD1,5'UTR;5'UTR,NM_001130037;NM_018712
cg18402261,TRUE,FALSE,TRUE,0,4.91e-102,-0.03,0,-0.018,OpenSea,"","",""
cg10668414,FALSE,FALSE,TRUE,0,6.27e-102,0,0,-0.018,S_Shore,"","",""
cg23236408,FALSE,FALSE,TRUE,0,9.22e-102,0,0,-0.014,N_Shore,VGLL3,Body,NM_016206
cg02251349,FALSE,FALSE,TRUE,0,9.62e-102,0,0,-0.016,N_Shore,C8orf84,Body,NM_153225
cg09965419,FALSE,FALSE,TRUE,0,1.09e-101,0,0,-0.025,S_Shore,DDR1;DDR1,5'UTR;5'UTR,NM_013993;NM_001954
cg24364827,FALSE,FALSE,TRUE,0,1.16e-101,0,0,-0.013,Island,BOLA1,Body,NM_016074
cg00009053,FALSE,FALSE,TRUE,0,1.16e-101,0,0,-0.02,Island,SYT7,3'UTR,NM_004200
cg05358404,FALSE,FALSE,TRUE,0,1.22e-101,0,0,-0.021,Island,RTEL1;RTEL1,TSS1500;TSS1500,NM_016434;NM_032957
cg14014506,FALSE,FALSE,TRUE,0,1.33e-101,0,0,-0.017,Island,KIF12,TSS200,NM_138424
cg18305433,FALSE,FALSE,TRUE,0,1.34e-101,0,0,-0.015,OpenSea,ZNF311;ZNF311,5'UTR;1stExon,NM_001010877;NM_001010877
cg06739303,FALSE,FALSE,TRUE,0,1.41e-101,0,0,-0.02,S_Shore,LOC441666,Body,NR_024380
cg25516803,FALSE,FALSE,TRUE,0,1.43e-101,0,0,-0.017,Island,CCK,TSS1500,NM_000729
cg11423680,FALSE,FALSE,TRUE,0,1.75e-101,0,0,-0.013,N_Shelf,"","",""
cg17520027,FALSE,FALSE,TRUE,0,1.95e-101,0,0,-0.014,Island,NR5A2;NR5A2,Body;Body,NM_205860;NM_003822
cg18043888,FALSE,FALSE,TRUE,0,1.99e-101,0,0,-0.019,Island,RHOD,3'UTR,NM_014578
cg07633530,FALSE,FALSE,TRUE,0,2.08e-101,0,0,-0.018,Island,"","",""
cg09926178,FALSE,FALSE,TRUE,0,2.65e-101,0,0,-0.018,Island,ACTA1,5'UTR,NM_001100
cg19531536,FALSE,FALSE,TRUE,0,2.99e-101,0,0,-0.02,OpenSea,ESRRB,5'UTR,NM_004452
cg08757448,FALSE,FALSE,TRUE,0,3.14e-101,0,0,-0.012,N_Shore,C10orf32;C10orf32,TSS200;TSS200,NM_144591;NM_001136200
cg16890796,FALSE,FALSE,TRUE,0,4.59e-101,0,0,-0.012,Island,SLC17A7,Body,NM_020309
cg08319905,TRUE,FALSE,TRUE,0,4.81e-101,-0.06,0,-0.023,Island,PPFIA3,Body,NM_003660
cg07187855,FALSE,FALSE,TRUE,0,5.73e-101,0,0,-0.04,S_Shore,DDR1;DDR1,5'UTR;5'UTR,NM_013993;NM_001954
cg01971160,FALSE,FALSE,TRUE,0,6.67e-101,0,0,-0.022,N_Shelf,LHX8,TSS1500,NM_001001933
cg13336665,FALSE,FALSE,TRUE,0,8.22e-101,0,0,-0.016,S_Shore,NEUROG1,TSS1500,NM_006161
cg17329202,FALSE,FALSE,TRUE,0,8.62e-101,0,0,-0.018,S_Shore,"","",""
cg15769343,FALSE,FALSE,TRUE,0,9.02e-101,0,0,-0.021,Island,"","",""
cg14746884,FALSE,FALSE,TRUE,0,1.27e-100,0,0,-0.017,S_Shore,CDX2,3'UTR,NM_001265
cg12765123,FALSE,FALSE,TRUE,0,1.35e-100,0,0,-0.02,OpenSea,"","",""
cg06088282,FALSE,FALSE,TRUE,0,1.57e-100,0,0,-0.011,N_Shore,PSME3;PSME3,TSS1500;TSS1500,NM_176863;NM_005789
cg27117491,FALSE,FALSE,TRUE,0,1.89e-100,0,0,-0.013,N_Shore,LOC375196;LOC100271715,Body;Body,NR_028386;NM_001145451
cg09683258,FALSE,FALSE,TRUE,0,2.51e-100,0,0,-0.011,OpenSea,"","",""
cg18657389,FALSE,FALSE,TRUE,0,2.98e-100,0,0,-0.025,OpenSea,EVPL,TSS200,NM_001988
cg08774009,FALSE,FALSE,TRUE,0,3.61e-100,0,0,-0.029,Island,"","",""
cg25212270,FALSE,FALSE,TRUE,0,3.91e-100,0,0,-0.019,OpenSea,"","",""
cg05886811,FALSE,FALSE,TRUE,0,4.49e-100,0,0,-0.016,Island,RBM24,TSS1500,NM_001143942
cg07147285,FALSE,FALSE,TRUE,0,4.87e-100,0,0,-0.014,N_Shore,CCDC113;CCDC113,TSS1500;TSS1500,NM_014157;NM_001142302
cg04015777,FALSE,FALSE,TRUE,0,5.17e-100,0,0,-0.017,Island,C13orf27,TSS1500,NM_138779
cg26107597,FALSE,FALSE,TRUE,0,5.54e-100,0,0,-0.021,N_Shore,COCH;COCH,TSS1500;TSS1500,NM_001135058;NM_004086
cg00680696,FALSE,FALSE,TRUE,0,5.7e-100,0,0,-0.016,N_Shore,"","",""
cg01874863,FALSE,FALSE,TRUE,0,6.08e-100,0,0,-0.011,N_Shore,SGCZ,Body,NM_139167
cg26875877,FALSE,FALSE,TRUE,0,6.43e-100,0,0,-0.011,S_Shelf,GPR39,Body,NM_001508
cg04323785,FALSE,FALSE,TRUE,0,6.55e-100,0,0,-0.014,S_Shelf,"","",""
cg23261715,TRUE,FALSE,TRUE,0,7.04e-100,-0.04,0,-0.02,N_Shore,"","",""
cg08888354,FALSE,FALSE,TRUE,0,7.13e-100,0,0,-0.018,N_Shore,ZNF570;ZNF569,TSS1500;TSS1500,NM_144694;NM_152484
cg09586646,FALSE,FALSE,TRUE,0,7.32e-100,0,0,-0.015,Island,PSMD5;LOC253039,TSS1500;Body,NM_005047;NR_024408
cg01761236,FALSE,FALSE,TRUE,0,9.58e-100,0,0,-0.03,OpenSea,"","",""
cg00758915,FALSE,FALSE,TRUE,0,9.96e-100,0,0,-0.025,N_Shore,PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA8;PCDHGA7;PCDHGB2;PCDHGA8;PCDHGB3,Body;Body;Body;Body;Body;Body;Body;Body;1stExon;Body;Body;1stExon;Body,NM_018917;NM_018919;NM_018912;NM_018918;NM_018922;NM_003736;NM_018916;NM_018915;NM_014004;NM_018920;NM_018923;NM_032088;NM_018924
cg10769767,FALSE,FALSE,TRUE,0,1.29e-99,0,0,-0.019,N_Shore,PAX5,Body,NM_016734
cg12064504,FALSE,FALSE,TRUE,0,1.5e-99,0,0,-0.02,OpenSea,ZNF311;ZNF311,5'UTR;1stExon,NM_001010877;NM_001010877
cg07337544,FALSE,FALSE,TRUE,0,1.52e-99,0,0,-0.019,Island,KCNIP3;KCNIP3,Body;Body,NM_001034914;NM_013434
cg13677800,FALSE,FALSE,TRUE,0,1.52e-99,0,0,-0.011,Island,GPR26,Body,NM_153442
cg14830485,FALSE,FALSE,TRUE,0,1.55e-99,0,0,-0.013,OpenSea,"","",""
cg24833819,FALSE,FALSE,TRUE,0,1.89e-99,0,0,-0.03,Island,"","",""
cg04722511,FALSE,FALSE,TRUE,0,3.11e-99,0,0,-0.014,N_Shore,"","",""
cg19501941,FALSE,FALSE,TRUE,0,3.48e-99,0,0,-0.016,N_Shore,C11orf90,Body,NM_001144871
cg15006772,FALSE,FALSE,TRUE,0,3.64e-99,0,0,-0.015,N_Shelf,PCDHA1;PCDHA1,Body;Body,NM_031411;NM_018900
cg18894440,FALSE,FALSE,TRUE,0,3.77e-99,0,0,-0.012,S_Shore,"","",""
cg07516511,FALSE,FALSE,TRUE,0,3.96e-99,0,0,0.022,Island,PRSS22,Body,NM_022119
cg23937382,FALSE,FALSE,TRUE,0,4.15e-99,0,0,-0.022,Island,ZSCAN1,Body,NM_182572
cg15399533,FALSE,FALSE,TRUE,0,4.3e-99,0,0,-0.019,Island,NR2E1,Body,NM_003269
cg07967210,FALSE,FALSE,TRUE,0,5.64e-99,0,0,-0.014,S_Shore,SNF8,TSS1500,NM_007241
cg11205981,FALSE,FALSE,TRUE,0,5.73e-99,0,0,-0.019,Island,LOC100130274,TSS200,NM_001162914
cg06484000,FALSE,FALSE,TRUE,0,6.17e-99,0,0,-0.03,Island,PNMAL2,1stExon,NM_020709
cg02535924,FALSE,FALSE,TRUE,0,6.6e-99,0,0,-0.01,N_Shore,ZNF37A;ZNF37A,TSS1500;TSS1500,NM_003421;NM_001007094
cg20017761,FALSE,FALSE,TRUE,0,7.72e-99,0,0,-0.017,Island,LOC284798;LOC284798;LOC284798,TSS200;Body;Body,NR_027093;NR_027092;NR_027091
cg27054655,FALSE,FALSE,TRUE,0,8.42e-99,0,0,-0.016,S_Shore,ADAMTS2;ADAMTS2,TSS1500;TSS1500,NM_021599;NM_014244
cg24195486,FALSE,FALSE,TRUE,0,9.73e-99,0,0,-0.018,N_Shore,SLC24A4,TSS1500,NM_153648
cg03357547,FALSE,FALSE,TRUE,0,9.95e-99,0,0,-0.022,N_Shore,SHANK1,3'UTR,NM_016148
cg01001533,FALSE,FALSE,TRUE,0,1.1e-98,0,0,-0.026,N_Shore,"","",""
cg10503232,FALSE,FALSE,TRUE,0,1.32e-98,0,0,-0.02,S_Shore,KCNQ1DN,Body,NR_024627
cg16915863,FALSE,FALSE,TRUE,0,1.42e-98,0,0,-0.032,S_Shelf,LOC400043,Body,NR_026656
cg14813083,FALSE,FALSE,TRUE,0,1.44e-98,0,0,-0.027,N_Shore,LDHAL6A;LDHAL6A,TSS200;TSS200,NM_144972;NM_001144071
cg19940077,FALSE,FALSE,TRUE,0,1.64e-98,0,0,-0.021,Island,GPR25,1stExon,NM_005298
cg14904725,FALSE,FALSE,TRUE,0,2.61e-98,0,0,-0.02,OpenSea,F10,TSS200,NM_000504
cg23897302,TRUE,FALSE,TRUE,0,2.64e-98,-0.06,0,-0.025,N_Shore,AMN,Body,NM_030943
cg16419906,FALSE,FALSE,TRUE,0,2.64e-98,0,0,-0.013,S_Shore,"","",""
cg08795949,FALSE,FALSE,TRUE,0,2.78e-98,0,0,-0.016,N_Shelf,"","",""
cg15246511,FALSE,FALSE,TRUE,0,3.27e-98,0,0,-0.018,S_Shore,APOB,TSS1500,NM_000384
cg25449440,FALSE,FALSE,TRUE,0,4.19e-98,0,0,-0.016,Island,ZIC4;ZIC4;ZIC4,Body;Body;Body,NM_001168378;NM_032153;NM_001168379
cg18973515,FALSE,FALSE,TRUE,0,4.33e-98,0,0,-0.019,N_Shore,IGDCC4,Body,NM_020962
cg27665571,FALSE,FALSE,TRUE,0,5.02e-98,0,0,-0.013,OpenSea,"","",""
cg09644356,FALSE,FALSE,TRUE,0,5.6e-98,0,0,-0.017,OpenSea,"","",""
cg12440062,FALSE,FALSE,TRUE,0,6.17e-98,0,0,-0.039,OpenSea,CRISP2;CRISP2;CRISP2;CRISP2;CRISP2,TSS200;TSS200;TSS200;TSS200;TSS200,NM_001142417;NM_001142435;NM_001142407;NM_001142408;NM_003296
cg13334277,FALSE,FALSE,TRUE,0,6.5e-98,0,0,-0.016,Island,SPACA1,Body,NM_030960
cg20096897,FALSE,FALSE,TRUE,0,7.25e-98,0,0,-0.019,N_Shore,THBD;THBD,3'UTR;1stExon,NM_000361;NM_000361
cg01799458,FALSE,FALSE,TRUE,0,7.63e-98,0,0,-0.02,N_Shore,HOXB13,Body,NM_006361
cg07318204,FALSE,FALSE,TRUE,0,9.19e-98,0,0,-0.032,Island,HHIP,TSS1500,NM_022475
cg03477052,FALSE,FALSE,TRUE,0,9.2e-98,0,0,-0.014,N_Shore,"","",""
cg12461677,FALSE,FALSE,TRUE,0,1.01e-97,0,0,-0.018,Island,NCRNA00181;A1BG,TSS1500;Body,NR_015380;NM_130786
cg22165279,FALSE,FALSE,TRUE,0,1.02e-97,0,0,-0.011,Island,"","",""
cg01577678,FALSE,FALSE,TRUE,0,1.07e-97,0,0,-0.012,Island,"","",""
cg16009988,FALSE,FALSE,TRUE,0,1.35e-97,0,0,-0.015,OpenSea,"","",""
cg16661269,FALSE,FALSE,TRUE,0,1.52e-97,0,0,-0.011,OpenSea,PAX3;PAX3;PAX3;PAX3;PAX3;PAX3,Body;Body;Body;Body;Body;Body,NM_181458;NM_181461;NM_181459;NM_181460;NM_181457;NM_001127366
cg11004890,FALSE,FALSE,TRUE,0,1.69e-97,0,0,-0.021,N_Shore,SLC4A11,TSS200,NM_032034
cg16844661,FALSE,FALSE,TRUE,0,1.71e-97,0,0,-0.021,Island,TH;TH;TH,Body;Body;Body,NM_199292;NM_199293;NM_000360
cg26054764,FALSE,FALSE,TRUE,0,1.75e-97,0,0,-0.012,N_Shore,"","",""
cg10512964,FALSE,FALSE,TRUE,0,1.92e-97,0,0,-0.021,N_Shore,NSMCE1,5'UTR,NM_145080
cg02380135,FALSE,FALSE,TRUE,0,2.3e-97,0,0,0.014,N_Shore,KIF5C,Body,NM_004522
cg24119225,FALSE,FALSE,TRUE,0,2.38e-97,0,0,-0.014,N_Shore,PCDHA7;PCDHAC2;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHA10,Body;TSS1500;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,NM_018910;NM_018899;NM_018903;NM_018909;NM_018901;NM_018907;NM_018902;NM_018911;NM_031849;NM_031411;NM_018905;NM_018900;NM_031857;NM_018904;NM_018908;NM_018898;NM_018906;NM_031860
cg17324149,FALSE,FALSE,TRUE,0,2.81e-97,0,0,-0.017,OpenSea,"","",""
cg16050468,FALSE,FALSE,TRUE,0,3.12e-97,0,0,0.029,OpenSea,"","",""
cg15452204,FALSE,FALSE,TRUE,0,3.2e-97,0,0,-0.019,Island,CDX1,1stExon,NM_001804
cg02992596,FALSE,FALSE,TRUE,0,3.22e-97,0,0,-0.015,N_Shore,RBM46,TSS1500,NM_144979
cg03043130,FALSE,FALSE,TRUE,0,3.24e-97,0,0,-0.01,S_Shore,ZNF132,TSS1500,NM_003433
cg21617694,FALSE,FALSE,TRUE,0,3.31e-97,0,0,-0.013,OpenSea,"","",""
cg18009000,FALSE,FALSE,TRUE,0,3.37e-97,0,0,-0.02,N_Shore,H2AFY2,TSS1500,NM_018649
cg25198113,TRUE,FALSE,TRUE,0,3.83e-97,-0.04,0,-0.016,OpenSea,"","",""
cg00457195,FALSE,FALSE,TRUE,0,4.01e-97,0,0,-0.012,Island,CHRNA4,Body,NM_000744
cg04160343,FALSE,FALSE,TRUE,0,4.55e-97,0,0,-0.017,N_Shore,PCDHGA4;PCDHGA7;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB3,Body;1stExon;Body;Body;Body;Body;Body;Body;Body;1stExon;Body,NM_018917;NM_032087;NM_018919;NM_018912;NM_018918;NM_018922;NM_018916;NM_018915;NM_018923;NM_018920;NM_018924
cg25547332,FALSE,FALSE,TRUE,0,5.35e-97,0,0,-0.01,Island,"","",""
cg24992471,FALSE,FALSE,TRUE,0,5.42e-97,0,0,-0.017,N_Shore,NGFR,TSS1500,NM_002507
cg15802263,FALSE,FALSE,TRUE,0,6.16e-97,0,0,-0.021,Island,CACNG6;CACNG6;CACNG6,Body;Body;Body,NM_145814;NM_145815;NM_031897
cg25571880,FALSE,FALSE,TRUE,0,6.5e-97,0,0,-0.024,N_Shelf,"","",""
cg12740757,FALSE,FALSE,TRUE,0,7.32e-97,0,0,-0.004,Island,ALK,TSS200,NM_004304
cg11230940,FALSE,FALSE,TRUE,0,8.08e-97,0,0,-0.023,OpenSea,"","",""
cg15507334,FALSE,FALSE,TRUE,0,1.02e-96,0,0,-0.016,OpenSea,FRMD4A,TSS200,NM_018027
cg04232681,FALSE,FALSE,TRUE,0,1.31e-96,0,0,-0.015,Island,"","",""
cg24083746,FALSE,FALSE,TRUE,0,1.33e-96,0,0,-0.018,N_Shore,CKM,TSS200,NM_001824
cg02017347,FALSE,FALSE,TRUE,0,1.47e-96,0,0,-0.01,OpenSea,ANKRD26P1,TSS1500,NR_026556
cg16780078,FALSE,FALSE,TRUE,0,1.51e-96,0,0,-0.013,N_Shore,KCNK10;KCNK10,Body;Body,NM_138317;NM_021161
cg15486454,FALSE,FALSE,TRUE,0,1.55e-96,0,0,-0.022,OpenSea,BFSP2,Body,NM_003571
cg21809624,FALSE,FALSE,TRUE,0,1.65e-96,0,0,-0.02,OpenSea,"","",""
cg06618740,FALSE,FALSE,TRUE,0,1.66e-96,0,0,-0.023,Island,"","",""
cg13142134,TRUE,FALSE,TRUE,0,2.29e-96,-0.07,0,-0.027,Island,"","",""
cg13620317,FALSE,FALSE,TRUE,0,3.06e-96,0,0,-0.024,Island,"","",""
cg08614242,FALSE,FALSE,TRUE,0,3.13e-96,0,0,-0.015,S_Shore,"","",""
cg19760250,FALSE,FALSE,TRUE,0,3.2e-96,0,0,-0.017,Island,C17orf98,1stExon,NM_001080465
cg27086690,FALSE,FALSE,TRUE,0,4.1e-96,0,0,-0.016,Island,ZNF280D;ZNF280D;ZNF280D,TSS1500;TSS1500;TSS1500,NM_001002844;NM_017661;NM_001002843
cg00360794,TRUE,FALSE,TRUE,0,4.27e-96,-0.03,0,-0.013,Island,LTK;LTK;LTK,Body;Body;Body,NM_206961;NM_001135685;NM_002344
cg00531453,FALSE,FALSE,TRUE,0,4.38e-96,0,0,-0.019,S_Shore,TMEM229A,TSS1500,NM_001136002
cg26481829,FALSE,FALSE,TRUE,0,4.77e-96,0,0,-0.007,N_Shore,RPLP1;RPLP1,TSS1500;TSS1500,NM_213725;NM_001003
cg00760562,FALSE,FALSE,TRUE,0,5.11e-96,0,0,-0.018,OpenSea,OSTalpha,TSS1500,NM_152672
cg00523379,FALSE,FALSE,TRUE,0,5.52e-96,0,0,-0.012,OpenSea,SASH1,Body,NM_015278
cg26046136,FALSE,FALSE,TRUE,0,6.71e-96,0,0,-0.018,S_Shelf,EYA2;EYA2,5'UTR;5'UTR,NM_172110;NM_005244
cg05655707,FALSE,FALSE,TRUE,0,6.92e-96,0,0,-0.016,N_Shore,LDHAL6A;LDHAL6A,TSS200;TSS200,NM_144972;NM_001144071
cg02947450,FALSE,FALSE,TRUE,0,7.45e-96,0,0,-0.022,Island,"","",""
cg05951558,FALSE,FALSE,TRUE,0,8.06e-96,0,0,-0.013,S_Shore,ECE2,Body,NM_014693
cg25259944,FALSE,FALSE,TRUE,0,8.45e-96,0,0,-0.028,OpenSea,TMEM232,TSS200,NM_001039763
cg22167400,FALSE,FALSE,TRUE,0,8.7e-96,0,0,-0.019,Island,FLJ40504,Body,NR_028334
cg19710323,FALSE,FALSE,TRUE,0,9.45e-96,0,0,-0.013,N_Shore,"","",""
cg03651292,FALSE,FALSE,TRUE,0,1.05e-95,0,0,-0.02,Island,"","",""
cg14972143,FALSE,FALSE,TRUE,0,1.07e-95,0,0,-0.018,S_Shore,EIF4E;EIF4E;EIF4E;EIF4E;EIF4E,5'UTR;1stExon;5'UTR;TSS1500;1stExon,NM_001130679;NM_001968;NM_001968;NM_001130678;NM_001130679
cg01242976,FALSE,FALSE,TRUE,0,1.22e-95,0,0,-0.015,N_Shore,"","",""
cg25071744,FALSE,FALSE,TRUE,0,1.28e-95,0,0,-0.02,S_Shore,APOB,TSS200,NM_000384
cg00307066,FALSE,FALSE,TRUE,0,1.34e-95,0,0,-0.016,Island,"","",""
cg02962597,FALSE,FALSE,TRUE,0,1.35e-95,0,0,-0.014,S_Shore,NOS1,TSS200,NM_000620
cg17527819,FALSE,FALSE,TRUE,0,1.37e-95,0,0,-0.014,S_Shore,TRIM15,3'UTR,NM_033229
cg03994721,FALSE,FALSE,TRUE,0,1.37e-95,0,0,-0.016,N_Shore,"","",""
cg03481039,FALSE,FALSE,TRUE,0,1.4e-95,0,0,-0.012,S_Shore,APOA5;APOA5,Body;Body,NM_001166598;NM_052968
cg14382976,FALSE,FALSE,TRUE,0,1.46e-95,0,0,-0.019,Island,ASZ1;ASZ1,TSS200;TSS200,NR_023315;NM_130768
cg09394785,FALSE,FALSE,TRUE,0,1.53e-95,0,0,-0.012,S_Shore,ASCL2,TSS1500,NM_005170
cg01161644,TRUE,FALSE,TRUE,0,1.54e-95,-0.03,0,-0.021,N_Shore,"","",""
cg03608000,TRUE,FALSE,TRUE,0,1.67e-95,-0.02,0,-0.004,N_Shore,ZNF69,TSS200,NM_021915
cg11165881,FALSE,FALSE,TRUE,0,1.71e-95,0,0,-0.015,N_Shore,CHL1,TSS1500,NM_006614
cg01825213,FALSE,FALSE,TRUE,0,1.93e-95,0,0,-0.022,N_Shore,"","",""
