cgid,is.haftorn.2021.dmp,is.merid.2020.dmp,is.cord.blood.dmp,cord.blood.ttests.padjusted,cord.blood.ttest.pnominal,cord.blood.ttest.tvalue,cord.blood.ttest.std.err,cord.blood.ttest.estimate,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg19726712,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,LAPTM4B,Body,NM_018407
cg07034561,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,RSPH1,Body,NM_080860
cg06692929,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,CD7,Body,NM_006137
cg25118631,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,USP53,Body,NM_019050
cg21227325,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PCSK5,Body,NM_006200
cg26318265,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg23096144,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EPHX1;EPHX1,TSS200;5'UTR,NM_000120;NM_001136018
cg16205490,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg24781737,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,KLC2;RAB1B;KLC2;KLC2;KLC2,3'UTR;TSS1500;3'UTR;3'UTR;3'UTR,NM_001134774;NM_030981;NM_001134776;NM_022822;NM_001134775
cg16204414,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C3orf42,TSS1500,NR_026829
cg05296057,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TLE2;TLE2;TLE2,TSS1500;Body;TSS1500,NM_001144762;NM_001144761;NM_003260
cg01263077,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MYO9B;MYO9B,Body;Body,NM_001130065;NM_004145
cg01566745,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KCTD5,Body,NM_018992
cg05756918,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg07570181,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,STON1-GTF2A1L;STON1,5'UTR;TSS1500,NM_172311;NM_006873
cg18062721,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,VGLL4;VGLL4,Body;Body,NM_014667;NM_001128219
cg08790319,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,RAB26,Body,NM_014353
cg05680237,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg03780648,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,HLA-DOA,Body,NM_002119
cg01185921,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ABLIM1;ABLIM1,TSS200;TSS200,NM_001003407;NM_001003408
cg01515508,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,CASZ1;CASZ1,Body;Body,NM_017766;NM_001079843
cg04126713,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg10714061,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IP6K3;IP6K3;IP6K3;IP6K3,1stExon;5'UTR;1stExon;5'UTR,NM_054111;NM_054111;NM_001142883;NM_001142883
cg15676988,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg24196017,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CDAN1,Body,NM_138477
cg19402371,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,TMEM190,Body,NM_139172
cg22614203,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HPCAL1;HPCAL1,5'UTR;5'UTR,NM_002149;NM_134421
cg14896463,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ST7OT4;ST7OT1;ST7;ST7,TSS1500;Body;TSS1500;TSS1500,NR_002329;NR_002330;NM_021908;NM_018412
cg06197616,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MYO7B,Body,NM_001080527
cg20150640,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C1orf213;C1orf213;C1orf213;ZNF436,3'UTR;Body;1stExon;TSS1500,NM_138479;NM_001008896;NM_138479;NM_001077195
cg24389054,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HOXA7,3'UTR,NM_006896
cg09203490,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RTN1;RTN1;RTN1,Body;Body;TSS1500,NM_021136;NM_206857;NM_206852
cg18363008,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TM4SF5,TSS200,NM_003963
cg06622108,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MASP1;MASP1;MASP1,Body;Body;Body,NM_139125;NM_001879;NM_001031849
cg22453826,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg07793148,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,C1orf200;PIK3CD,Body;5'UTR,NR_027045;NM_005026
cg07773769,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PPM1M;PPM1M;PPM1M;PPM1M,1stExon;5'UTR;5'UTR;1stExon,NM_001122870;NM_144641;NM_001122870;NM_144641
cg20548182,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg00643235,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TTRAP,3'UTR,NM_016614
cg15881486,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CBR3,TSS1500,NM_001236
cg17431739,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MSRB2,TSS1500,NM_012228
cg18151030,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PRDM15;PRDM15,Body;Body,NM_022115;NM_001040424
cg26561401,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SPG11;SPG11,Body;Body,NM_001160227;NM_025137
cg11372436,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SOD3,TSS200,NM_003102
cg11748187,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body,NM_001146284;NM_001146285;NM_030756;NM_001146274;NM_001146286;NM_001146283
cg14326644,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ALK,Body,NM_004304
cg11421972,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HSPB7,Body,NM_014424
cg10549986,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RSAD2,1stExon,NM_080657
cg23484599,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PAX6;PAX6;PAX6,5'UTR;5'UTR;5'UTR,NM_001127612;NM_000280;NM_001604
cg01937819,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ENG;ENG,Body;Body,NM_001114753;NM_000118
cg03133987,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ZNF598,Body,NM_178167
cg14669515,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SPSB1,5'UTR,NM_025106
cg23641672,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RABGAP1L,Body,NM_014857
cg25675800,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,RINL,Body,NM_198445
cg08834436,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg14776578,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,KIF5B,TSS1500,NM_004521
cg18756545,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg07479750,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PRAMEF11,5'UTR,NM_001146344
cg14517355,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg08354751,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg08979352,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TSPAN5,TSS1500,NM_005723
cg16367606,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ATXN1L;ZNF821,Body;3'UTR,NR_024612;NM_017530
cg22917314,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg03366884,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PIK3R5,5'UTR,NM_001142633
cg04556418,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CDKN2AIP,Body,NM_017632
cg12836643,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GTPBP1,3'UTR,NM_004286
cg19071544,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,NOD1,5'UTR,NM_006092
cg22623033,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PIP5K1C,Body,NM_012398
cg00782200,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg12784175,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2,Body;Body;Body;Body;Body;Body;Body,NM_173195;NM_173191;NM_173193;NM_173194;NM_173192;NM_014591;NM_173197
cg15089806,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SLC2A1,Body,NM_006516
cg19149524,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,C16orf11,TSS1500,NM_145270
cg26960896,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KCNN4,3'UTR,NM_002250
cg00024989,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg17863923,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RGPD1;RGPD2,Body;Body,NM_001024457;NM_001078170
cg23638455,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,SLC45A4,Body,NM_001080431
cg02086349,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MTMR11;MTMR11;MTMR11,5'UTR;1stExon;TSS1500,NM_001145862;NM_001145862;NM_181873
cg14041094,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EML5,Body,NM_183387
cg15180617,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LOC285830;LOC285830,Body;Body,NR_026972;NR_026973
cg10529613,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,STXBP6,Body,NM_014178
cg21960110,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HBZ,TSS1500,NM_005332
cg10055265,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,THY1,3'UTR,NM_006288
cg19217535,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,RAB1A;RAB1A,Body;Body,NM_004161;NM_015543
cg24283019,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg02612927,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,DEFB124,TSS200,NM_001037500
cg21142904,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KIRREL,Body,NM_018240
cg04514255,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MIR10A,TSS1500,NR_029608
cg25499099,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,TNK1,5'UTR,NM_003985
cg02255107,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,OXNAD1,3'UTR,NM_138381
cg21155564,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SYNGAP1,Body,NM_006772
cg17454592,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FMN1,TSS1500,NM_001103184
cg20465954,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SOAT2,TSS1500,NM_003578
cg06746154,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,GPAA1,TSS1500,NM_003801
cg06894628,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SLURP1,3'UTR,NM_020427
cg06759309,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg27508960,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,RTEL1;RTEL1,Body;Body,NM_016434;NM_032957
cg22527280,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MEN1,Body;Body;Body;Body;Body;Body;Body,NM_130801;NM_130803;NM_130800;NM_130799;NM_000244;NM_130804;NM_130802
cg00514353,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PCDH1,Body,NM_032420
cg24171453,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,SPTLC2,Body,NM_004863
cg05018460,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg21241560,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RORA,Body,NM_134261
cg00403478,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HLA-DPA1,Body,NM_033554
cg09643312,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CD302,TSS1500,NM_014880
cg11546251,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,ZNF552,Body,NM_024762
cg14189726,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg03562360,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GLI2,Body,NM_005270
cg18872604,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,VEGFB,Body,NM_003377
cg12045443,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg03638795,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,SIGIRR;SIGIRR,5'UTR;5'UTR,NM_001135053;NM_021805
cg13579167,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KCNQ1;KCNQ1,Body;Body,NM_000218;NM_181798
cg12883980,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg21730493,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg24321297,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,ST6GALNAC2,Body,NM_006456
cg01808739,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,FNBP1L;FNBP1L;FNBP1L,TSS1500;TSS1500;TSS1500,NM_017737;NM_001164473;NM_001024948
cg17966121,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ZIC5,TSS1500,NM_033132
cg12323063,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MAP2K6,Body,NM_002758
cg18009653,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,WDR1;WDR1,3'UTR;3'UTR,NM_017491;NM_005112
cg01807131,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg08634012,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FKRP;FKRP;STRN4;STRN4,5'UTR;5'UTR;TSS1500;TSS1500,NM_001039885;NM_024301;NM_001039877;NM_013403
cg14557202,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,ZNF385A;ZNF385A;ZNF385A,Body;Body;Body,NM_001130968;NM_001130967;NM_015481
cg14225665,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg16860882,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg19834563,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SFRS8,Body,NM_004592
cg14974644,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LOC84740,Body,NR_026892
cg14531437,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg01069468,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,SYNGAP1,Body,NM_006772
cg10459018,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg18049182,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg03652257,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,GLI3,Body,NM_000168
cg04401067,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg10030791,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SERPING1;SERPING1,TSS1500;TSS200,NM_001032295;NM_000062
cg10068996,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg13307384,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PRPF40B;PRPF40B,5'UTR;1stExon,NM_012272;NM_012272
cg13692739,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg24387285,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg00153395,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,JAK1,Body,NM_002227
cg00414835,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,GDF10,TSS1500,NM_004962
cg10381888,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,HLA-L,Body,NR_027822
cg14917706,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SCARA5,Body,NM_173833
cg17900689,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ZMYND15;ZMYND15,Body;Body,NM_001136046;NM_032265
cg19638176,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,MORG1;MORG1;MORG1,Body;Body;Body,NM_001099737;NR_029375;NM_032332
cg21931656,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ARAP1,5'UTR,NM_001040118
cg22130834,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,TTC22;TTC22,TSS200;TSS200,NM_001114108;NM_017904
cg24644436,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PAOX;PAOX;PAOX,Body;Body;3'UTR,NM_207128;NM_152911;NM_207127
cg25195968,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg00325113,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,WFDC2,TSS1500,NM_006103
cg01166925,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg03224418,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SAMD10;PRPF6,TSS1500;TSS1500,NM_080621;NM_012469
cg06112335,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg09123625,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,TSC2;NTHL1;TSC2;TSC2,TSS1500;Body;TSS1500;TSS1500,NM_001077183;NM_002528;NM_000548;NM_001114382
cg16172619,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,SLC24A3,Body,NM_020689
cg26435172,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,AJAP1;AJAP1,Body;Body,NM_018836;NM_001042478
cg27218978,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MGAT5,TSS1500,NM_002410
cg01782059,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ERI3,Body,NM_024066
cg06808089,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LIMD1,Body,NM_014240
cg07046436,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PRR14,Body,NM_024031
cg10400390,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg19925518,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg27340506,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PSKH2,TSS200,NM_033126
cg01163369,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RPN1,TSS1500,NM_002950
cg01838971,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SLC35C1;SLC35C1;SLC35C1,TSS200;TSS1500;TSS200,NM_001145266;NM_018389;NM_001145265
cg04425005,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ZNF827,Body,NM_178835
cg06170683,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TRAP1,Body,NM_016292
cg09312149,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TRIM36;TRIM36;TRIM36,TSS200;TSS200;TSS200,NM_018700;NM_001017397;NM_001017398
cg12761572,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TTC7A,Body,NM_020458
cg14295062,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ENTPD2;ENTPD2,TSS1500;TSS1500,NM_203468;NM_001246
cg14420668,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C7orf50;C7orf50;C7orf50,Body;Body;Body,NM_001134395;NM_032350;NM_001134396
cg14963371,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,GPR3,5'UTR,NM_005281
cg18758622,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,BAIAP2;BAIAP2;BAIAP2;BAIAP2,Body;Body;Body;Body,NM_017450;NM_006340;NM_001144888;NM_017451
cg21998208,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,GPR98;GPR98,TSS1500;TSS1500,NM_032119;NR_003149
cg23417875,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MAP4K4;MAP4K4;MAP4K4,TSS1500;TSS1500;TSS1500,NM_145687;NM_145686;NM_004834
cg23911433,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg26264318,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,BRD2;BRD2,Body;Body,NM_001113182;NM_005104
cg01487910,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,TEAD3,Body,NM_003214
cg02023728,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,USP35,3'UTR,NM_020798
cg03779326,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg04986504,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,DKK3;DKK3;DKK3,TSS1500;TSS1500;TSS1500,NM_001018057;NM_015881;NM_013253
cg05828624,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,REG1A,5'UTR,NM_002909
cg15138109,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg18780021,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg00504595,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TNFRSF19;TNFRSF19,1stExon;5'UTR,NM_148957;NM_148957
cg00989365,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg02660097,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg06504655,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CHRD,Body,NM_003741
cg14479798,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg20056914,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PSMB11,1stExon,NM_001099780
cg24280832,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,C10orf11,Body,NM_032024
cg25199005,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SMYD3;SMYD3,Body;Body,NM_022743;NM_001167740
cg00370608,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,VAC14,Body,NM_018052
cg03728674,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg04307297,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,TBKBP1,3'UTR,NM_014726
cg09972405,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,MYT1L,5'UTR,NM_015025
cg09990169,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C2orf54,TSS200,NM_001085437
cg11629830,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,IQGAP2,Body,NM_006633
cg12579191,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg14030904,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ZC3H12D,TSS1500,NM_207360
cg14608275,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,NCEH1;NCEH1;NCEH1;NCEH1,TSS1500;TSS1500;TSS1500;TSS1500,NM_020792;NM_001146278;NM_001146277;NM_001146276
cg23850277,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MMP11,TSS1500,NM_005940
cg23922433,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,TAPBP;TAPBP;TAPBP,Body;Body;Body,NM_172209;NM_003190;NM_172208
cg26147845,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,EP400,TSS1500,NM_015409
cg00211115,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg00955780,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,SLC2A14,TSS1500,NM_153449
cg05972216,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg06222062,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PLA2G5,TSS200,NM_000929
cg09060789,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LSP1,Body,NM_002339
cg09774310,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg11084266,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PMF1,Body,NM_007221
cg17156432,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg20727124,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C21orf130,TSS1500,NR_024100
cg21578596,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HLA-DMB,Body,NM_002118
cg23752752,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FOXK1,Body,NM_001037165
cg25650964,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg07495664,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,FAM63A;FAM63A;FAM63A;FAM63A;FAM63A;FAM63A;FAM63A;FAM63A,5'UTR;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon,NM_001040217;NM_001163260;NM_018379;NM_001163260;NM_001163259;NM_001163258;NM_001040217;NM_001163259
cg13072717,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ST6GAL1;ST6GAL1;ST6GAL1,5'UTR;5'UTR;5'UTR,NM_173216;NM_003032;NM_173217
